#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT001160765.1|SAMEA4392522|GCA_029163965.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593775	GCA_029163965.1	Contig	99323	5211916	141	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392522	"040910-1/1","ERS1303971","salmonicida"	DTU	2004	NULL	41417128	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160765.1	2021-10-25	645	DANWXD	DANWXD000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.36	2022-08-09.1	NUCLEOTIDE	1
PDT001160766.1|SAMEA4392523|GCA_029163925.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593776	GCA_029163925.1	Contig	97313	5161254	137	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392523	"040915-1/1A","ERS1303972","salmonicida"	DTU	2004	NULL	41417088	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160766.1	2021-10-25	645	DANWXE	DANWXE000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.36	2022-08-09.1	NUCLEOTIDE	1
PDT001160767.1|SAMEA4392524|GCA_029163945.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593777	GCA_029163945.1	Contig	99323	5252885	148	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392524	"050726-1/1","ERS1303973","salmonicida"	DTU	2005	NULL	41417108	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160767.1	2021-10-25	645	DANWXC	DANWXC000000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"aadA1,blaOXA=PARTIAL,cphA,dfrA1,sul1"	"aadA1,blaOXA=PARTIAL,cphA,dfrA1,sul1"	1	"qacEdelta1"	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160768.1|SAMEA4392525|GCA_029163905.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593778	GCA_029163905.1	Contig	102892	5057661	121	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392525	"080722-2/1","ERS1303974","salmonicida"	DTU	2008	NULL	41417068	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160768.1	2021-10-25	645	DANWXB	DANWXB000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.36	2022-08-09.1	NUCLEOTIDE	1
PDT001160769.1|SAMEA4392526|GCA_029163885.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593779	GCA_029163885.1	Contig	111686	5106609	116	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392526	"080819-1/1A","ERS1303975","salmonicida"	DTU	2008	NULL	41417048	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160769.1	2021-10-25	645	DANWXA	DANWXA000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160770.1|SAMEA4392527|GCA_029163865.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593780	GCA_029163865.1	Contig	99323	5138628	121	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392527	"080829-1/2A","ERS1303976","salmonicida"	DTU	2008	NULL	41417028	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160770.1	2021-10-25	645	DANWWZ	DANWWZ000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160771.1|SAMEA4392528|GCA_029163725.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593781	GCA_029163725.1	Contig	99323	5190282	141	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392528	"081103-1/3","ERS1303977","salmonicida"	DTU	2008	NULL	41416888	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160771.1	2021-10-25	645	DANWWU	DANWWU000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160772.1|SAMEA4392529|GCA_029163765.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593782	GCA_029163765.1	Contig	97354	5195039	139	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392529	"090707-1/2C","ERS1303978","salmonicida"	DTU	2009	NULL	41416928	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160772.1	2021-10-25	645	DANWWT	DANWWT000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160773.1|SAMEA4392530|GCA_029163785.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593783	GCA_029163785.1	Contig	102892	5220895	140	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392530	"090710-1/1A","ERS1303979","salmonicida"	DTU	2009	NULL	41416958	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160773.1	2021-10-25	645	DANWWS	DANWWS000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160774.1|SAMEA4392531|GCA_029163685.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593784	GCA_029163685.1	Contig	111175	5214248	133	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392531	"090710-1/23","ERS1303980","salmonicida"	DTU	2009	NULL	41416848	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160774.1	2021-10-25	645	DANWWR	DANWWR000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160775.1|SAMEA4392532|GCA_029163665.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593785	GCA_029163665.1	Contig	99323	5148663	138	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392532	"090731-1/1","ERS1303981","salmonicida"	DTU	2009	NULL	41416828	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160775.1	2021-10-25	645	DANWWQ	DANWWQ000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160776.1|SAMEA4392533|GCA_029163705.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593786	GCA_029163705.1	Contig	89328	5051895	150	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392533	"091125-1/1","ERS1303982","salmonicida"	DTU	2009	NULL	41416868	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160776.1	2021-10-25	645	DANWWO	DANWWO000000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"aadA1,blaOXA=PARTIAL,cphA,dfrA1,sul1"	"aadA1,blaOXA=PARTIAL,cphA,dfrA1,sul1"	1	"qacEdelta1"	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160777.1|SAMEA4392534|GCA_029163605.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593787	GCA_029163605.1	Contig	97354	5198196	148	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392534	"100115-1/1A","ERS1303983","salmonicida"	DTU	2010	NULL	41416768	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160777.1	2021-10-25	645	DANWWP	DANWWP000000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"aadA1,blaOXA=PARTIAL,cphA,dfrA1,sul1"	"aadA1,blaOXA=PARTIAL,cphA,dfrA1,sul1"	1	"qacEdelta1"	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160778.1|SAMEA4392535|GCA_029163645.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593788	GCA_029163645.1	Contig	97354	5142338	143	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392535	"100528-2/1","ERS1303984","salmonicida"	DTU	2010	NULL	41416808	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160778.1	2021-10-25	645	DANWWN	DANWWN000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160779.1|SAMEA4392536|GCA_029163585.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593789	GCA_029163585.1	Contig	99323	5203657	140	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392536	"100702-1/2A","ERS1303985","salmonicida"	DTU	2010	NULL	41416748	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160779.1	2021-10-25	645	DANWWM	DANWWM000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160780.1|SAMEA4392537|GCA_029163565.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593790	GCA_029163565.1	Contig	97313	5125208	143	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392537	"100819-1/1A","ERS1303986","salmonicida"	DTU	2010	NULL	41416728	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160780.1	2021-10-25	645	DANWWL	DANWWL000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160781.1|SAMEA4392538|GCA_029163625.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593791	GCA_029163625.1	Contig	102892	5365886	145	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392538	"110512-1/4","ERS1303987","salmonicida"	DTU	2011	NULL	41416798	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160781.1	2021-10-25	645	DANWWK	DANWWK000000000.1	NULL	NULL	NULL	0	0	0	0	7	7	NULL	"aadA1,aph(3'')-Ib,aph(6)-Id,blaOXA=PARTIAL,cphA,dfrA1,sul1"	"aadA1,aph(3'')-Ib,aph(6)-Id,blaOXA=PARTIAL,cphA,dfrA1,sul1"	5	"merC,merP,merR,merT,qacEdelta1"	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160782.1|SAMEA4392539|GCA_029163525.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593792	GCA_029163525.1	Contig	102892	5214080	140	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392539	"111129-1/2","ERS1303988","salmonicida"	DTU	2011	NULL	41416688	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160782.1	2021-10-25	645	DANWWI	DANWWI000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160783.1|SAMEA4392540|GCA_029163505.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593793	GCA_029163505.1	Contig	99323	5210374	142	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392540	"120927-1/2","ERS1303989","salmonicida"	DTU	2012	NULL	41416678	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160783.1	2021-10-25	645	DANWWJ	DANWWJ000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160784.1|SAMEA4392541|GCA_029163485.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593794	GCA_029163485.1	Contig	102892	5045594	111	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392541	"140904-1/2","ERS1303990","salmonicida"	DTU	2014	NULL	41416648	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160784.1	2021-10-25	645	DANWWF	DANWWF000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.36	2022-08-09.1	NUCLEOTIDE	1
PDT001160785.1|SAMEA4392542|GCA_029163465.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593795	GCA_029163465.1	Contig	99324	5201825	144	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392542	"2013-50-143-1","ERS1303991","salmonicida"	DTU	2013	NULL	41416628	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160785.1	2021-10-25	645	DANWWG	DANWWG000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160786.1|SAMEA4392543|GCA_029163445.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593796	GCA_029163445.1	Contig	97354	5160372	138	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392543	"2013-50-143-3","ERS1303992","salmonicida"	DTU	2013	NULL	41416608	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160786.1	2021-10-25	645	DANWWH	DANWWH000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.36	2022-08-09.1	NUCLEOTIDE	1
PDT001160787.1|SAMEA4392544|GCA_029163545.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593797	GCA_029163545.1	Contig	98489	5268591	128	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392544	"2014-2164-1","ERS1303993","salmonicida"	DTU	2014	NULL	41416708	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160787.1	2021-10-25	645	DANWWE	DANWWE000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.36	2022-08-09.1	NUCLEOTIDE	1
PDT001160788.1|SAMEA4392545|GCA_029163425.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593798	GCA_029163425.1	Contig	97354	5150329	141	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392545	"2014-3906-1","ERS1303994","salmonicida"	DTU	2014	NULL	41416588	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160788.1	2021-10-25	645	DANWWD	DANWWD000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160789.1|SAMEA4392546|GCA_029163405.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593799	GCA_029163405.1	Contig	97354	5250727	147	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392546	"2014-3907-1","ERS1303995","salmonicida"	DTU	2014	NULL	41416568	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160789.1	2021-10-25	645	DANWWC	DANWWC000000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"aadA1,blaOXA=PARTIAL,cphA,dfrA1,sul1"	"aadA1,blaOXA=PARTIAL,cphA,dfrA1,sul1"	1	"qacEdelta1"	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
PDT001160790.1|SAMEA4392547|GCA_029163365.1|Aeromonas salmonicida||salmonicida|Generic	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	ERR1593800	GCA_029163365.1	Contig	99323	5207462	142	SKESA v. 2.2	Generic	PRJEB15222	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	SAMEA4392547	"2014-6432-2","ERS1303996","salmonicida"	DTU	2014	NULL	41416528	Denmark	Oncorhynchus mykiss	NULL	NULL	NULL	NULL	NULL	NULL	Aeromonas salmonicida	NULL	NULL	645	CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS	2017-03-03	salmonicida	NULL	NULL	PDT001160790.1	2021-10-25	645	DANWWA	DANWWA000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaOXA=PARTIAL,cphA"	"blaOXA=PARTIAL,cphA"	0	NULL	0	NULL	3.10.16	2021-09-30.1	NUCLEOTIDE	1
